Titulo,Pais,Ano,Minutagem,Genero,Sinopse
Perfect Bid: The Contestant Who Knew Too Much,Canada,2017,72,Documentaries,a  price is right  superfan brings a bit of scandal to the long running show by figuring out the answers to the questions before they re asked 
Perfect Stranger,United States,2007,109,Thrillers,ro risks her life to discover the identity of a stranger lurking on the internet who might hold the answers to her friend s murder 
Personal Shopper,"France, Germany, Czech Republic, Belgium",2016,105,"Dramas, International Movies, Thrillers",a psychic medium takes a job as personal shopper for a spoiled celebrity in order to contact the spirit of her brother  who owned her employer s home 
Peter and the Farm,United States,2016,92,Documentaries,his hilltop farm in vermont may be bucolic  but making ends meet is a backbreaking challenge for grizzled  hard drinking organic farmer peter dunning 
Peter Rabbit,"United States, Australia",2018,95,"Children & Family Movies, Comedies",in this mix of live action and cgi  rascally peter rabbit faces a tough new foe in his ongoing battle for the veggies in mr  mcgregor s garden 
Phantom Boy,"France, Belgium",2015,85,"Action & Adventure, Dramas, International Movies",a boy whose illness allows him to float outside his body uses his newfound skill to help a cop take on a madman who s terrorizing new york city 
Philadelphia,United States,1993,126,"Classic Movies, Dramas, LGBTQ Movies",philadelphia attorney andrew beckett launches a wrongful termination suit against his law firm when they fire him because he s gay and hiv positive 
Phir Se,India,2015,118,"International Movies, Romantic Movies",the paths of a man and a woman  who have both been recently divorced from their spouses  intersect at an art exhibition in london 
Phobia 2,Thailand,2009,125,"Horror Movies, International Movies",from disfiguring punishments to festering souls  thai horror masters present five supernatural tales of karma in this sequel to the 4bia anthology 
Phone Swap,Nigeria,2012,112,"Comedies, International Movies, Romantic Movies",a fashion designer and an arrogant businessman reluctantly try to help each other after accidentally swapping phones in the airport 
Phullu,India,2017,96,"Dramas, Independent Movies, International Movies",struck by the lack of clean resources for menstruating women in his village  a jobless loafer braves social stigmas to create low cost sanitary napkins 
Pick of the Litter,United States,2018,81,"Children & Family Movies, Documentaries",five labrador puppies embark on a 20 month training to pass the milestones on their journey to becoming guide dogs for people with visual impairment 
Pierre Jackson,United States,2018,81,Romantic Movies,in the midst of ann arduous divorce battle  a real estate tycoon opts for a life of partying and sex until feelings for his childhood friend surface 
Pimpal,India,2017,92,"Dramas, Independent Movies, International Movies",as a lonely widower prepares to leave india to live with his children in america  he looks back on past memories and unfinished business 
Pitaah,India,2002,127,"Dramas, International Movies, Music & Musicals",thakur avadh is an evil landlord in a remote village who rules with an iron fist  his two sons live a debauched life  knowing that their father will bail them out of any scrape 
"Pizza, birra, faso",Argentina,1998,81,"Dramas, International Movies",a group of hardscrabble young thieves in argentina decide to leave their boss and plan heists on their own 
"Plaire, aimer et courir vite",France,2018,133,"Dramas, Independent Movies, International Movies",when a paris based writer with aids meets a college student exploring his sexuality  romance blossoms in his waning days 
Planet Hulk,United States,2010,81,"Action & Adventure, Sci-Fi & Fantasy",when earth s superheroes exile the volatile incredible hulk to a distant planet called sakaar  the muscle bound green monster is sold into slavery 
Planetarium,"France, Belgium",2016,108,"Dramas, International Movies",in pre world war ii france  two sisters purport to be able to communicate with the dead and soon catch the eye of an ambitious filmmaker 
Platoon,"United States, United Kingdom",1986,120,"Action & Adventure, Classic Movies, Dramas",a soldier grows disillusioned as he s caught between rival sergeants in this semi autobiographical vietnam war drama from writer director oliver stone 
Playing for Time,United States,1980,149,Dramas,captured by nazis and sent to auschwitz  a jewish musician is assigned to soothe other prisoners marching to their deaths in the gas chambers 
Playing Hard,"Canada, United States",2018,92,"Documentaries, International Movies",step inside the ubisoft offices  and follow designer jason vandenberghe s fight to create the video game  for honor  over four years 
Pope Francis: A Man of His Word,"Switzerland, Vatican City, Italy, Germany, France",2018,96,"Documentaries, Faith & Spirituality, International Movies",documentary filmmaker wim wenders travels the world with pope francis  recording the controversial pontiff s humanist views in a sharply divided age 
Popeye,United States,1980,114,"Action & Adventure, Children & Family Movies, Comedies",during a storm that wrecks his ship  super strong sailor popeye washes ashore and winds up rooming at the oyl household  where he meets olive 
Porto,"Portugal, France, Poland, United States",2016,77,"Dramas, Independent Movies, Romantic Movies",in a coastal portuguese city  an erotic encounter ensues between an american expat and a french student  resonating through their lives years later 
Postcards from London,United Kingdom,2018,90,"Dramas, Independent Movies, LGBTQ Movies",after being recruited to be a raconteur in london  a handsome teenager discovers he suffers from a rare condition where he faints upon seeing fine art 
"Power Rangers Samurai: Christmas Together, Friends Forever (Christmas Special)",United States,2011,24,Movies,on christmas eve  as the teens at shiba house reflect on their first year together  they get an unexpected lesson on the true spirit of the holidays 
Power Rangers Samurai: Clash of the Red Rangers,United States,2011,46,Children & Family Movies,the samurai rangers team up with the rpm ranger red to fight off master xandred s mooger army and a robotic villain from the rpm ranger s dimension 
Power Rangers Samurai: Party Monsters (Halloween Special),United States,2011,24,Movies,on halloween night  the creepiest creatures from the netherworld trade war stories about their battles with the samurai power rangers 
Power Rangers Super Megaforce: The Legendary Battle (Extended),United States,2014,55,Movies,new footage augments the tale of the rangers  who give their all to save earth from vrak and emperor mavro  as the armada stages an epic final attack 
Power Rangers Super Samurai: Stuck on Christmas,United States,2012,24,"Children & Family Movies, Sci-Fi & Fantasy",the samurai rangers get stuck in the megazord s cockpit on christmas eve when it breaks down  can the rangers get out in time for christmas 
